year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_value,primary_eligibility,primary_denominator,comparison_sex,comparison_age,comparison_dual,comparison_race,comparison_eligibility,comparison_value,comparison_denominator,analysis_value
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18015,Carroll County,INDIANA,Urban,White,12842,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4140
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18017,Cass County,INDIANA,Rural,White,15276,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1706
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18019,Clark County,INDIANA,Urban,White,14865,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2117
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18021,Clay County,INDIANA,Urban,White,12657,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4325
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18023,Clinton County,INDIANA,Rural,White,12436,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4546
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18025,Crawford County,INDIANA,Rural,White,13773,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3209
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18027,Daviess County,INDIANA,Rural,White,14117,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2865
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18029,Dearborn County,INDIANA,Urban,White,14132,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2850
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18031,Decatur County,INDIANA,Rural,White,12501,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4481
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18033,DeKalb County,INDIANA,Rural,White,11376,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5606
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18035,Delaware County,INDIANA,Urban,White,15741,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1241
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18037,Dubois County,INDIANA,Rural,White,13260,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3722
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18039,Elkhart County,INDIANA,Urban,White,13468,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3514
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18041,Fayette County,INDIANA,Rural,White,13987,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2995
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18043,Floyd County,INDIANA,Urban,White,15417,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1565
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18045,Fountain County,INDIANA,Rural,White,13793,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3189
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18047,Franklin County,INDIANA,Urban,White,12194,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4788
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18049,Fulton County,INDIANA,Rural,White,13085,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3897
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18051,Gibson County,INDIANA,Urban,White,13872,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3110
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18053,Grant County,INDIANA,Rural,White,13619,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3363
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18055,Greene County,INDIANA,Urban,White,12689,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4293
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18057,Hamilton County,INDIANA,Urban,White,14862,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2120
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18059,Hancock County,INDIANA,Urban,White,14571,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2411
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18061,Harrison County,INDIANA,Urban,White,14055,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2927
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18063,Hendricks County,INDIANA,Urban,White,13226,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3756
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18065,Henry County,INDIANA,Rural,White,15816,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1166
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18067,Howard County,INDIANA,Urban,White,15523,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1459
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18069,Huntington County,INDIANA,Rural,White,11638,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5344
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18071,Jackson County,INDIANA,Rural,White,12290,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4692
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18073,Jasper County,INDIANA,Urban,White,16342,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-640
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18075,Jay County,INDIANA,Rural,White,11262,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5720
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18077,Jefferson County,INDIANA,Rural,White,13567,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3415
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18079,Jennings County,INDIANA,Rural,White,12934,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4048
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18081,Johnson County,INDIANA,Urban,White,13480,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3502
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18083,Knox County,INDIANA,Rural,White,14266,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2716
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18085,Kosciusko County,INDIANA,Rural,White,12338,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4644
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18087,LaGrange County,INDIANA,Rural,White,14298,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2684
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18089,Lake County,INDIANA,Urban,White,18199,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,1217
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18091,LaPorte County,INDIANA,Urban,White,15638,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1344
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18093,Lawrence County,INDIANA,Rural,White,12217,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4765
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18095,Madison County,INDIANA,Urban,White,15247,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1735
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18097,Marion County,INDIANA,Urban,White,15343,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1639
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18099,Marshall County,INDIANA,Rural,White,13708,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3274
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18101,Martin County,INDIANA,Rural,White,14267,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2715
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18103,Miami County,INDIANA,Rural,White,13450,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3532
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18105,Monroe County,INDIANA,Urban,White,12176,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4806
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18107,Montgomery County,INDIANA,Rural,White,15057,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1925
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18109,Morgan County,INDIANA,Urban,White,13289,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3693
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18111,Newton County,INDIANA,Urban,White,14225,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2757
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18113,Noble County,INDIANA,Rural,White,12972,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4010
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18115,Ohio County,INDIANA,Urban,White,15952,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1030
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18117,Orange County,INDIANA,Rural,White,13067,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3915
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18119,Owen County,INDIANA,Urban,White,10914,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-6068
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18121,Parke County,INDIANA,Rural,White,12019,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4963
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18123,Perry County,INDIANA,Rural,White,15354,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1628
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18125,Pike County,INDIANA,Rural,White,12588,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4394
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18127,Porter County,INDIANA,Urban,White,16188,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-794
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18129,Posey County,INDIANA,Urban,White,12594,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4388
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18131,Pulaski County,INDIANA,Rural,White,13858,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3124
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18133,Putnam County,INDIANA,Urban,White,15959,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1023
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18135,Randolph County,INDIANA,Rural,White,15005,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1977
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18137,Ripley County,INDIANA,Rural,White,12890,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4092
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18139,Rush County,INDIANA,Rural,White,14501,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2481
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18141,St. Joseph County,INDIANA,Urban,White,14162,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2820
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18143,Scott County,INDIANA,Rural,White,12851,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4131
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18145,Shelby County,INDIANA,Urban,White,15079,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1903
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18147,Spencer County,INDIANA,Rural,White,11837,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5145
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18149,Starke County,INDIANA,Rural,White,15217,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1765
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18151,Steuben County,INDIANA,Rural,White,12365,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-4617
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18153,Sullivan County,INDIANA,Urban,White,15618,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1364
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18155,Switzerland County,INDIANA,Rural,White,13817,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3165
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18157,Tippecanoe County,INDIANA,Urban,White,14623,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2359
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18159,Tipton County,INDIANA,Urban,White,16704,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-278
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18161,Union County,INDIANA,Rural,White,13466,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3516
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18163,Vanderburgh County,INDIANA,Urban,White,14296,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2686
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18165,Vermillion County,INDIANA,Urban,White,15252,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1730
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18167,Vigo County,INDIANA,Urban,White,14435,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-2547
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18169,Wabash County,INDIANA,Rural,White,13607,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3375
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18171,Warren County,INDIANA,Rural,White,11664,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5318
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18173,Warrick County,INDIANA,Urban,White,15830,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-1152
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18175,Washington County,INDIANA,Urban,White,11690,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5292
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18177,Wayne County,INDIANA,Rural,White,16187,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-795
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18179,Wells County,INDIANA,Urban,White,13067,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3915
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18181,White County,INDIANA,Rural,White,13264,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-3718
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,18183,Whitley County,INDIANA,Urban,White,11450,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,16982,undefined,-5532
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19001,Adair County,IOWA,Rural,White,15976,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,1652
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19003,Adams County,IOWA,Rural,White,11814,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-2510
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19005,Allamakee County,IOWA,Rural,White,11211,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-3113
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19007,Appanoose County,IOWA,Rural,White,11999,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-2325
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19009,Audubon County,IOWA,Rural,White,13220,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1104
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19011,Benton County,IOWA,Urban,White,12679,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1645
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19013,Black Hawk County,IOWA,Urban,White,12292,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-2032
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19015,Boone County,IOWA,Rural,White,11199,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-3125
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19017,Bremer County,IOWA,Urban,White,14541,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,217
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19019,Buchanan County,IOWA,Rural,White,12383,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1941
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19021,Buena Vista County,IOWA,Rural,White,13195,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1129
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19023,Butler County,IOWA,Rural,White,14295,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-29
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19025,Calhoun County,IOWA,Rural,White,15595,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,1271
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19027,Carroll County,IOWA,Rural,White,12319,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-2005
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19029,Cass County,IOWA,Rural,White,13747,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-577
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19031,Cedar County,IOWA,Rural,White,11352,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-2972
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19033,Cerro Gordo County,IOWA,Rural,White,12453,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1871
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19035,Cherokee County,IOWA,Rural,White,12653,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1671
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19037,Chickasaw County,IOWA,Rural,White,15851,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,1527
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19039,Clarke County,IOWA,Rural,White,17159,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,2835
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,Diabetes,All,All,Dual & non-dual,19041,Clay County,IOWA,Rural,White,12378,Old Age / Survivor's Insurance,undefined,All,All,Dual & non-dual,All,All,14324,undefined,-1946
