year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_value,primary_eligibility,primary_denominator,comparison_sex,comparison_age,comparison_dual,comparison_race,comparison_eligibility,comparison_value,comparison_denominator,analysis_value
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16007,Bear Lake County,IDAHO,Rural,All,17088,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",2790
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16009,Benewah County,IDAHO,Rural,All,13091,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1207
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16011,Bingham County,IDAHO,Rural,All,13694,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-604
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16013,Blaine County,IDAHO,Rural,All,16006,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",1708
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16015,Boise County,IDAHO,Urban,All,16013,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",1715
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16017,Bonner County,IDAHO,Rural,All,11728,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2570
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16019,Bonneville County,IDAHO,Urban,All,13148,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1150
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16021,Boundary County,IDAHO,Rural,All,11865,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2433
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16023,Butte County,IDAHO,Rural,All,15089,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",791
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16025,Camas County,IDAHO,Rural,All,5885,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-8413
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16027,Canyon County,IDAHO,Urban,All,12316,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1982
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16029,Caribou County,IDAHO,Rural,All,18964,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",4666
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16031,Cassia County,IDAHO,Rural,All,13688,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-610
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16033,Clark County,IDAHO,Rural,All,6573,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-7725
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16035,Clearwater County,IDAHO,Rural,All,14192,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-106
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16037,Custer County,IDAHO,Rural,All,12649,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1649
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16039,Elmore County,IDAHO,Rural,All,12319,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1979
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16041,Franklin County,IDAHO,Urban,All,12785,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1513
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16043,Fremont County,IDAHO,Rural,All,11394,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2904
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16045,Gem County,IDAHO,Urban,All,13110,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1188
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16047,Gooding County,IDAHO,Rural,All,14480,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",182
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16049,Idaho County,IDAHO,Rural,All,12998,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1300
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16051,Jefferson County,IDAHO,Urban,All,12174,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2124
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16053,Jerome County,IDAHO,Rural,All,13361,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-937
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16055,Kootenai County,IDAHO,Urban,All,13427,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-871
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16057,Latah County,IDAHO,Rural,All,12485,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1813
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16059,Lemhi County,IDAHO,Rural,All,11926,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2372
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16061,Lewis County,IDAHO,Rural,All,13598,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-700
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16063,Lincoln County,IDAHO,Rural,All,12161,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2137
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16065,Madison County,IDAHO,Rural,All,10857,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-3441
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16067,Minidoka County,IDAHO,Rural,All,12206,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2092
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16069,Nez Perce County,IDAHO,Urban,All,11539,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2759
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16071,Oneida County,IDAHO,Rural,All,15524,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",1226
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16073,Owyhee County,IDAHO,Urban,All,11891,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2407
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16075,Payette County,IDAHO,Rural,All,10890,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-3408
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16077,Power County,IDAHO,Urban,All,11889,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-2409
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16079,Shoshone County,IDAHO,Rural,All,14743,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",445
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16081,Teton County,IDAHO,Rural,All,21300,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",7002
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16083,Twin Falls County,IDAHO,Rural,All,12398,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-1900
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16085,Valley County,IDAHO,Rural,All,14698,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",400
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,16087,Washington County,IDAHO,Rural,All,14047,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,14298,"undefined",-251
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17001,Adams County,ILLINOIS,Rural,All,14508,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4142
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17003,Alexander County,ILLINOIS,Urban,All,13901,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4749
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17005,Bond County,ILLINOIS,Urban,All,14406,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4244
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17007,Boone County,ILLINOIS,Urban,All,13489,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5161
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17009,Brown County,ILLINOIS,Rural,All,13939,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4711
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17011,Bureau County,ILLINOIS,Rural,All,13079,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5571
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17013,Calhoun County,ILLINOIS,Urban,All,13882,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4768
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17015,Carroll County,ILLINOIS,Rural,All,12858,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5792
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17017,Cass County,ILLINOIS,Rural,All,15840,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2810
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17019,Champaign County,ILLINOIS,Urban,All,14064,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4586
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17021,Christian County,ILLINOIS,Rural,All,14705,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3945
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17023,Clark County,ILLINOIS,Rural,All,14140,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4510
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17025,Clay County,ILLINOIS,Rural,All,13240,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5410
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17027,Clinton County,ILLINOIS,Urban,All,15885,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2765
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17029,Coles County,ILLINOIS,Rural,All,13968,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4682
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17031,Cook County,ILLINOIS,Urban,All,18770,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",120
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17033,Crawford County,ILLINOIS,Rural,All,13295,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5355
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17035,Cumberland County,ILLINOIS,Rural,All,14439,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4211
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17037,DeKalb County,ILLINOIS,Urban,All,14748,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3902
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17039,De Witt County,ILLINOIS,Rural,All,14849,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3801
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17041,Douglas County,ILLINOIS,Rural,All,14917,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3733
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17043,DuPage County,ILLINOIS,Urban,All,15930,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2720
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17045,Edgar County,ILLINOIS,Rural,All,14454,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4196
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17047,Edwards County,ILLINOIS,Rural,All,13619,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5031
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17049,Effingham County,ILLINOIS,Rural,All,13908,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4742
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17051,Fayette County,ILLINOIS,Rural,All,14894,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3756
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17053,Ford County,ILLINOIS,Urban,All,15878,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2772
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17055,Franklin County,ILLINOIS,Rural,All,16501,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2149
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17057,Fulton County,ILLINOIS,Rural,All,13095,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5555
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17059,Gallatin County,ILLINOIS,Rural,All,14786,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3864
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17061,Greene County,ILLINOIS,Rural,All,16617,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2033
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17063,Grundy County,ILLINOIS,Urban,All,16149,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2501
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17065,Hamilton County,ILLINOIS,Rural,All,17174,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-1476
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17067,Hancock County,ILLINOIS,Rural,All,13601,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5049
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17069,Hardin County,ILLINOIS,Rural,All,15338,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3312
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17071,Henderson County,ILLINOIS,Rural,All,13630,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5020
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17073,Henry County,ILLINOIS,Urban,All,13999,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4651
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17075,Iroquois County,ILLINOIS,Rural,All,15061,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3589
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17077,Jackson County,ILLINOIS,Rural,All,14775,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3875
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17079,Jasper County,ILLINOIS,Rural,All,11921,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-6729
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17081,Jefferson County,ILLINOIS,Rural,All,14735,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3915
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17083,Jersey County,ILLINOIS,Urban,All,15226,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3424
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17085,Jo Daviess County,ILLINOIS,Rural,All,13486,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5164
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17087,Johnson County,ILLINOIS,Rural,All,13578,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5072
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17089,Kane County,ILLINOIS,Urban,All,16572,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2078
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17091,Kankakee County,ILLINOIS,Urban,All,17623,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-1027
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17093,Kendall County,ILLINOIS,Urban,All,16144,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2506
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17095,Knox County,ILLINOIS,Rural,All,13354,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5296
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17097,Lake County,ILLINOIS,Urban,All,16283,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2367
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17099,LaSalle County,ILLINOIS,Rural,All,14567,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4083
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17101,Lawrence County,ILLINOIS,Rural,All,13362,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5288
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17103,Lee County,ILLINOIS,Rural,All,15015,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3635
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17105,Livingston County,ILLINOIS,Rural,All,13800,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4850
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17107,Logan County,ILLINOIS,Rural,All,15060,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-3590
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17109,McDonough County,ILLINOIS,Rural,All,14374,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4276
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17111,McHenry County,ILLINOIS,Urban,All,17951,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-699
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17113,McLean County,ILLINOIS,Urban,All,12820,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5830
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17115,Macon County,ILLINOIS,Urban,All,13568,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-5082
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17117,Macoupin County,ILLINOIS,Urban,All,14240,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4410
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17119,Madison County,ILLINOIS,Urban,All,14320,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-4330
2019,County,Average total cost,Unsmoothed actual,Difference from state/territory average,Primary chronic conditions,"Diabetes",All,All,Dual & non-dual,17121,Marion County,ILLINOIS,Rural,All,16067,Old Age / Survivor's Insurance,"undefined",All,All,Dual & non-dual,All,All,18650,"undefined",-2583
